0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.164101441200089994e+03 5.109752549652610276e-02 1.492081975510456169e-06 3.245277209603140367e+00
3.000000000000000000e+00 1.080158913784663355e+03 8.487303277235125343e-02 2.984658492410078907e-06 4.130147499819835311e+00
4.000000000000000000e+00 1.003592812830006096e+03 9.683068803697100768e-02 4.975525607922691073e-06 4.285759994460342170e+00
5.000000000000000000e+00 9.448518612164150454e+02 8.713343631463231487e-02 7.465331066601340190e-06 4.001241617025474540e+00
6.000000000000000000e+00 9.021076086796050504e+02 6.522547586221214000e-02 1.045487457213563553e-05 3.505339015267310732e+00
7.000000000000000000e+00 8.722184096707753724e+02 4.192889472603133355e-02 1.394510126214423810e-05 2.943421664658092407e+00
8.000000000000000000e+00 8.518883548994712100e+02 2.429462256272283543e-02 1.793709402006653071e-05 2.404810096149561094e+00
9.000000000000000000e+00 8.388330261192083981e+02 1.427887046945603908e-02 2.243206467215040138e-05 1.935598903241981583e+00
1.000000000000000000e+01 8.314864393317923259e+02 1.020644542593079733e-02 2.743134412875028848e-05 1.562150471314508904e+00
1.100000000000000000e+01 8.282057153819552013e+02 9.131745045940810324e-03 3.293637163434490471e-05 1.295666105611581020e+00
1.200000000000000000e+01 8.291938905662146908e+02 8.716947176489913893e-03 3.894868314241137377e-05 1.137512818610550980e+00
1.300000000000000000e+01 8.322453076943804717e+02 7.936857612605366027e-03 4.546989893959861627e-05 1.068762669102442331e+00
1.400000000000000000e+01 8.371978023820091721e+02 6.852589177689783102e-03 5.250171064712125208e-05 1.061719306542549202e+00
1.500000000000000000e+01 8.428292949748357614e+02 5.952971519106179527e-03 6.004586770226329049e-05 1.095954475064117029e+00
1.600000000000000000e+01 8.507399002561234056e+02 5.604637983646195733e-03 6.810416344082745170e-05 1.158002820832463309e+00
1.700000000000000000e+01 8.606752237695118311e+02 5.731094059324673591e-03 7.667842089209500752e-05 1.231104302957638952e+00
1.800000000000000000e+01 8.714174071954175815e+02 6.142234416607052563e-03 8.577047842758030866e-05 1.301386004720106460e+00
1.900000000000000000e+01 8.837059640864189305e+02 6.622444448735640560e-03 9.538217539268457727e-05 1.364767089612159090e+00
2.000000000000000000e+01 8.959163060446022655e+02 6.997669674060675964e-03 1.055153378391644894e-04 1.411910930816073995e+00
