0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.164098447040680867e+03 5.109603341468713089e-02 0.000000000000000000e+00 3.245277232761590636e+00 4.871082783522532088e-08 3.584410266974261822e-03 -1.579849644858368220e-05
3.000000000000000000e+00 1.080152931559343187e+03 8.487004811518009117e-02 0.000000000000000000e+00 4.130147602527137529e+00 5.931430400615863287e-08 3.558920159962814401e-03 -1.950789702476085182e-05
4.000000000000000000e+00 1.003582856044660957e+03 9.682571251792632117e-02 0.000000000000000000e+00 4.285760289849696036e+00 6.836221129398344208e-08 3.463205623898111141e-03 -1.983377851803370170e-05
5.000000000000000000e+00 9.448369514687700530e+02 8.712597100649827064e-02 0.000000000000000000e+00 4.001242291664414807e+00 7.620156836578962081e-08 3.341337988083024034e-03 -1.767709623906243494e-05
6.000000000000000000e+00 9.020867775819328926e+02 6.521502105182397369e-02 0.000000000000000000e+00 3.505340346338258861e+00 8.303511492360822500e-08 3.211458072178397741e-03 -1.386384406008393111e-05
7.000000000000000000e+00 8.721907007740420568e+02 4.191494977882010559e-02 0.000000000000000000e+00 2.943424036409091560e+00 8.904394751519383343e-08 3.083017989755962480e-03 -9.224779498136513045e-06
8.000000000000000000e+00 8.518528252145091528e+02 2.427668579892648670e-02 0.000000000000000000e+00 2.404814015424746376e+00 9.435468977310171162e-08 2.956728075698174339e-03 -4.555437525219080945e-06
9.000000000000000000e+00 8.387887482045322258e+02 1.425643905378066317e-02 0.000000000000000000e+00 1.935605014037226734e+00 9.907495747171892989e-08 2.831688583289640286e-03 -5.225243844467908389e-07
1.000000000000000000e+01 8.314325026315375453e+02 1.017901527233944746e-02 0.000000000000000000e+00 1.562159568125670805e+00 1.032729231939668123e-07 2.710417681533782222e-03 2.464256526673349598e-06
1.100000000000000000e+01 8.281412277819923702e+02 9.098810739255339813e-03 0.000000000000000000e+00 1.295679145526518861e+00 1.070405865436768645e-07 2.598009946730268915e-03 4.273524798569814517e-06
1.200000000000000000e+01 8.291179797697481035e+02 8.678001912315344221e-03 0.000000000000000000e+00 1.137530932001755257e+00 1.103818068450270803e-07 2.494433468006096877e-03 4.926049544101326398e-06
