0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 1.164101469464173533e+03 5.109763394777844941e-02 1.600533227207972534e-06 3.245277209736942670e+00
3.000000000000000000e+00 1.080158970231724879e+03 8.487324967388258645e-02 3.201560061647195686e-06 4.130147499728336946e+00
4.000000000000000000e+00 1.003592906818685037e+03 9.683104953728828568e-02 5.337026159250820454e-06 4.285759993750599683e+00
5.000000000000000000e+00 9.448520020793366712e+02 8.713397856075344450e-02 8.007578051979426207e-06 4.001241615089869086e+00
6.000000000000000000e+00 9.021078057151623852e+02 6.522623499912758027e-02 1.121401395523354437e-05 3.505339011230145463e+00
7.000000000000000000e+00 8.722186722007983235e+02 4.192990689606515553e-02 1.495727726348465884e-05 2.943421657337728981e+00
8.000000000000000000e+00 8.518886920000423970e+02 2.429592390476635957e-02 1.923844888160948602e-05 2.404810083999390002e+00
9.000000000000000000e+00 8.388334470052546976e+02 1.428049711807049399e-02 2.405873843734693721e-05 1.935598884353761262e+00
1.000000000000000000e+01 8.314869530892054854e+02 1.020843351026667553e-02 2.941947446824839946e-05 1.562150443382024356e+00
1.100000000000000000e+01 8.282063310247363006e+02 9.134130688489014785e-03 3.532209369367052319e-05 1.295666065929052202e+00
1.200000000000000000e+01 8.291946170284809341e+02 8.719766491640794370e-03 4.176812942201070327e-05 1.137512764078081773e+00
1.300000000000000000e+01 8.322461538227923938e+02 7.940146705025111565e-03 4.875919918659380570e-05 1.068762596243223006e+00
1.400000000000000000e+01 8.371987769278174483e+02 6.856384140445295240e-03 5.629699181895535877e-05 1.061719211533770579e+00
1.500000000000000000e+01 8.428304065857096248e+02 5.957308431590261494e-03 6.438325394159063900e-05 1.095954353781460444e+00
1.600000000000000000e+01 8.507411574681100319e+02 5.609552909261699208e-03 7.301977609534166544e-05 1.158002668908564958e+00
1.700000000000000000e+01 8.606766349983220152e+02 5.736623042930859978e-03 8.220837857034084316e-05 1.231104115854602998e+00
1.800000000000000000e+01 8.714189807278196440e+02 6.148413481738465233e-03 9.195089707699963776e-05 1.301385777816871592e+00
1.900000000000000000e+01 8.837077080716596811e+02 6.629309594570341642e-03 1.022491684203814854e-04 1.364766818306928808e+00
2.000000000000000000e+01 8.959182284856315164e+02 7.005256872106033726e-03 1.131050163068272353e-04 1.411910610643674513e+00
