0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 9.928032193342349956e+02 3.068571566356125685e-02 1.716130331705514903e-06 2.556631100298896175e+00
3.000000000000000000e+00 9.385717296091950175e+02 3.936866487695314665e-02 3.432710841321452833e-06 2.870750659952320039e+00
4.000000000000000000e+00 8.869419813096702683e+02 3.414394625409879896e-02 5.722181436543229366e-06 2.693724301485081352e+00
5.000000000000000000e+00 8.484820930394594143e+02 2.280698772700842994e-02 8.585132096341132078e-06 2.294387430351751966e+00
6.000000000000000000e+00 8.222195881872906966e+02 1.276407836051513152e-02 1.202229149870302839e-05 1.847988793215702419e+00
7.000000000000000000e+00 8.054936202292846019e+02 6.893164737694809120e-03 1.603452129622225268e-05 1.451487655378469910e+00
8.000000000000000000e+00 7.954004768848978983e+02 4.436689215218481662e-03 2.062280926200633842e-05 1.147073807171463233e+00
9.000000000000000000e+00 7.905770987055075238e+02 3.552993038737272454e-03 2.578826159345945352e-05 9.401121062031190245e-01
1.000000000000000000e+01 7.895965791652336065e+02 3.027109928523084859e-03 3.153209420063280408e-05 8.228383965219102647e-01
1.100000000000000000e+01 7.910987433883830136e+02 2.548955580847673662e-03 3.785562317144886734e-05 7.782493618480124109e-01
1.200000000000000000e+01 7.957783625982633566e+02 2.230997401133608723e-03 4.476025451505199695e-05 7.878007777582953786e-01
1.300000000000000000e+01 8.017902781684182401e+02 2.144845356286938579e-03 5.224747319266566381e-05 8.281830367440795593e-01
1.400000000000000000e+01 8.089550371673659583e+02 2.229198142823398451e-03 6.031883162236854467e-05 8.788951541220956232e-01
1.500000000000000000e+01 8.162567067811220340e+02 2.402780149134212118e-03 6.897593766666418541e-05 9.328799802822451692e-01
1.600000000000000000e+01 8.254009257602731395e+02 2.646390728064874215e-03 7.822044229120659567e-05 9.914357227254392280e-01
1.700000000000000000e+01 8.362410638708781789e+02 3.002460428179444790e-03 8.805402690765442989e-05 1.052042249377492578e+00
1.800000000000000000e+01 8.476629366174241795e+02 3.514279619982063878e-03 9.847839059615066677e-05 1.113558352994267864e+00
1.900000000000000000e+01 8.604369129978194906e+02 4.185429396784713652e-03 1.094952372742485967e-04 1.179253833480715219e+00
2.000000000000000000e+01 8.729569776644049170e+02 4.993386898164277159e-03 1.211062629689243890e-04 1.244176568462074028e+00
