0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 9.928001051206290413e+02 3.068399953337272099e-02 0.000000000000000000e+00 2.556631123653700488e+00
3.000000000000000000e+00 9.385655076191447961e+02 3.936523216754376359e-02 0.000000000000000000e+00 2.870750764227525398e+00
4.000000000000000000e+00 8.869316255869822498e+02 3.413822407982341350e-02 0.000000000000000000e+00 2.693724601845796762e+00
5.000000000000000000e+00 8.484665860884374524e+02 2.279840261998280354e-02 0.000000000000000000e+00 2.294388116689714430e+00
6.000000000000000000e+00 8.221979229829635187e+02 1.275205613922938963e-02 0.000000000000000000e+00 1.847990147651445314e+00
7.000000000000000000e+00 8.054648021590348890e+02 6.877130385001958661e-03 0.000000000000000000e+00 1.451490069017628670e+00
8.000000000000000000e+00 7.953635256090908570e+02 4.416066767376807672e-03 0.000000000000000000e+00 1.147077795961018554e+00
9.000000000000000000e+00 7.905310499254143224e+02 3.527205487359953012e-03 0.000000000000000000e+00 9.401183257491027012e-01
1.000000000000000000e+01 7.895404862873477896e+02 2.995579136985044785e-03 0.000000000000000000e+00 8.228476557375915545e-01
1.100000000000000000e+01 7.910316790751182907e+02 2.511102216745828616e-03 0.000000000000000000e+00 7.782626353087777060e-01
1.200000000000000000e+01 7.956994201960020519e+02 2.186240886336519255e-03 0.000000000000000000e+00 7.878192166471174041e-01
1.300000000000000000e+01 8.016985730049349286e+02 2.092603835943710692e-03 0.000000000000000000e+00 8.282079782797630019e-01
1.400000000000000000e+01 8.088497077117764320e+02 2.168888474699424192e-03 0.000000000000000000e+00 8.789281293713483434e-01
1.500000000000000000e+01 8.161369156606862134e+02 2.333817914449711883e-03 0.000000000000000000e+00 9.329227202660238527e-01
1.600000000000000000e+01 8.252658606296110975e+02 2.568190264989405561e-03 0.000000000000000000e+00 9.914901627398816641e-01
1.700000000000000000e+01 8.360899381304268445e+02 2.914434888928082220e-03 0.000000000000000000e+00 1.052110531460021647e+00
1.800000000000000000e+01 8.474949899792470660e+02 3.415841052426073221e-03 0.000000000000000000e+00 1.113642826476052505e+00
1.900000000000000000e+01 8.602514118981924867e+02 4.075988851321500281e-03 0.000000000000000000e+00 1.179357053577548831e+00
2.000000000000000000e+01 8.727532155239059648e+02 4.872354560508052913e-03 0.000000000000000000e+00 1.244301292866788256e+00
