2	1.06253e+03	5.30614e-02	1.79928e-06	3.51199e+00
3	1.00333e+03	8.93667e-02	3.59485e-06	4.38978e+00
4	9.43789e+02	1.03913e-01	5.98411e-06	4.53384e+00
5	8.96737e+02	9.55846e-02	8.96962e-06	4.23343e+00
6	8.62124e+02	7.33300e-02	1.25518e-05	3.71611e+00
7	8.38027e+02	4.83112e-02	1.67329e-05	3.12738e+00
8	8.21968e+02	2.84060e-02	2.15134e-05	2.55803e+00
9	8.12109e+02	1.63959e-02	2.68954e-05	2.05604e+00
10	8.07157e+02	1.10808e-02	3.28792e-05	1.64977e+00
11	8.05727e+02	9.53246e-03	3.94659e-05	1.35193e+00
12	8.08128e+02	9.12678e-03	4.66563e-05	1.16626e+00
13	8.12171e+02	8.48628e-03	5.44524e-05	1.07598e+00
14	8.17825e+02	7.44450e-03	6.28555e-05	1.05503e+00
15	8.23951e+02	6.44777e-03	7.18674e-05	1.08254e+00
16	8.32213e+02	5.94938e-03	8.14892e-05	1.14348e+00
17	8.42348e+02	5.96324e-03	9.17227e-05	1.21947e+00
18	8.53125e+02	6.35866e-03	1.02569e-04	1.29507e+00
19	8.65309e+02	6.87691e-03	1.14030e-04	1.36481e+00
20	8.77314e+02	7.27960e-03	1.26108e-04	1.41803e+00
21	8.89808e+02	7.61807e-03	1.38803e-04	1.46025e+00
22	9.02788e+02	8.03293e-03	1.52117e-04	1.49515e+00
23	9.15863e+02	8.65965e-03	1.66051e-04	1.52629e+00
24	9.29351e+02	9.61119e-03	1.80608e-04	1.55708e+00
25	9.43365e+02	1.08846e-02	1.95787e-04	1.58602e+00
26	9.57394e+02	1.24479e-02	2.11590e-04	1.62166e+00
27	9.71843e+02	1.42438e-02	2.28019e-04	1.66454e+00
28	9.86545e+02	1.62065e-02	2.45074e-04	1.70833e+00
29	1.00143e+03	1.83597e-02	2.62757e-04	1.75638e+00
30	1.01669e+03	2.07354e-02	2.81068e-04	1.79949e+00
31	1.03174e+03	2.32984e-02	3.00008e-04	1.84248e+00
32	1.04740e+03	2.60326e-02	3.19578e-04	1.87474e+00
33	1.06314e+03	2.88967e-02	3.39780e-04	1.89402e+00
34	1.07892e+03	3.19205e-02	3.60613e-04	1.90235e+00
35	1.09534e+03	3.51044e-02	3.82078e-04	1.89338e+00
36	1.11148e+03	3.84732e-02	4.04175e-04	1.87937e+00
37	1.12788e+03	4.20675e-02	4.26906e-04	1.85129e+00
38	1.14463e+03	4.58973e-02	4.50270e-04	1.80836e+00
39	1.16164e+03	4.99796e-02	4.74267e-04	1.75414e+00
40	1.17880e+03	5.43358e-02	4.98899e-04	1.69231e+00
41	1.19604e+03	5.89821e-02	5.24164e-04	1.62576e+00
42	1.21336e+03	6.39145e-02	5.50063e-04	1.55424e+00
43	1.23076e+03	6.91233e-02	5.76595e-04	1.47629e+00
44	1.24832e+03	7.45970e-02	6.03762e-04	1.38889e+00
45	1.26609e+03	8.03210e-02	6.31562e-04	1.28868e+00
46	1.28404e+03	8.62830e-02	6.59996e-04	1.17345e+00
47	1.30216e+03	9.24915e-02	6.89063e-04	1.04364e+00
48	1.32043e+03	9.89529e-02	7.18764e-04	9.00352e-01
49	1.33884e+03	1.05673e-01	7.49096e-04	7.44751e-01
50	1.35744e+03	1.12670e-01	7.80061e-04	5.78152e-01
51	1.37629e+03	1.19956e-01	8.11658e-04	4.01663e-01
52	1.39535e+03	1.27532e-01	8.43887e-04	2.15416e-01
53	1.41454e+03	1.35388e-01	8.76747e-04	1.90740e-02
54	1.43383e+03	1.43516e-01	9.10237e-04	-1.88545e-01
55	1.45321e+03	1.51911e-01	9.44358e-04	-4.09004e-01
56	1.47280e+03	1.60563e-01	9.79108e-04	-6.44129e-01
57	1.49270e+03	1.69478e-01	1.01449e-03	-8.94294e-01
58	1.51286e+03	1.78666e-01	1.05050e-03	-1.15881e+00
59	1.53319e+03	1.88139e-01	1.08713e-03	-1.43673e+00
60	1.55368e+03	1.97902e-01	1.12440e-03	-1.72665e+00
61	1.57432e+03	2.07957e-01	1.16229e-03	-2.02751e+00
62	1.59514e+03	2.18293e-01	1.20081e-03	-2.33979e+00
63	1.61614e+03	2.28897e-01	1.23996e-03	-2.66439e+00
64	1.63734e+03	2.39757e-01	1.27974e-03	-3.00219e+00
65	1.65876e+03	2.50861e-01	1.32014e-03	-3.35414e+00
66	1.68044e+03	2.62194e-01	1.36117e-03	-3.72095e+00
67	1.70237e+03	2.73753e-01	1.40282e-03	-4.10148e+00
68	1.72450e+03	2.85534e-01	1.44510e-03	-4.49413e+00
69	1.74680e+03	2.97535e-01	1.48801e-03	-4.89736e+00
70	1.76923e+03	3.09754e-01	1.53155e-03	-5.30979e+00
71	1.79178e+03	3.22194e-01	1.57571e-03	-5.73060e+00
72	1.81454e+03	3.34848e-01	1.62050e-03	-6.16099e+00
73	1.83764e+03	3.47711e-01	1.66592e-03	-6.60246e+00
74	1.86108e+03	3.60770e-01	1.71197e-03	-7.05543e+00
75	1.88487e+03	3.74012e-01	1.75865e-03	-7.52000e+00
76	1.90894e+03	3.87422e-01	1.80595e-03	-7.99611e+00
77	1.93319e+03	4.00991e-01	1.85389e-03	-8.48256e+00
78	1.95759e+03	4.14710e-01	1.90246e-03	-8.97913e+00
79	1.98219e+03	4.28569e-01	1.95166e-03	-9.48585e+00
80	2.00702e+03	4.42559e-01	2.00150e-03	-1.00029e+01
81	2.03208e+03	4.56672e-01	2.05197e-03	-1.05302e+01
82	2.05740e+03	4.70896e-01	2.10308e-03	-1.10671e+01
83	2.08295e+03	4.85220e-01	2.15483e-03	-1.16128e+01
84	2.10874e+03	4.99631e-01	2.20722e-03	-1.21663e+01
85	2.13475e+03	5.14118e-01	2.26025e-03	-1.27271e+01
86	2.16099e+03	5.28670e-01	2.31392e-03	-1.32943e+01
87	2.18742e+03	5.43275e-01	2.36824e-03	-1.38674e+01
88	2.21402e+03	5.57921e-01	2.42321e-03	-1.44462e+01
89	2.24081e+03	5.72597e-01	2.47883e-03	-1.50305e+01
90	2.26778e+03	5.87288e-01	2.53511e-03	-1.56200e+01
91	2.29495e+03	6.01980e-01	2.59204e-03	-1.62145e+01
92	2.32232e+03	6.16660e-01	2.64963e-03	-1.68139e+01
93	2.34990e+03	6.31315e-01	2.70788e-03	-1.74176e+01
94	2.37768e+03	6.45933e-01	2.76680e-03	-1.80254e+01
95	2.40569e+03	6.60500e-01	2.82639e-03	-1.86369e+01
96	2.43391e+03	6.75002e-01	2.88665e-03	-1.92517e+01
97	2.46234e+03	6.89425e-01	2.94759e-03	-1.98693e+01
98	2.49100e+03	7.03756e-01	3.00920e-03	-2.04893e+01
99	2.51986e+03	7.17982e-01	3.07150e-03	-2.11113e+01
100	2.54893e+03	7.32091e-01	3.13448e-03	-2.17348e+01
101	2.57821e+03	7.46070e-01	3.19816e-03	-2.23593e+01
102	2.60770e+03	7.59898e-01	3.26253e-03	-2.29845e+01
103	2.63738e+03	7.73575e-01	3.32761e-03	-2.36096e+01
104	2.66726e+03	7.87074e-01	3.39339e-03	-2.42343e+01
105	2.69732e+03	8.00388e-01	3.45987e-03	-2.48581e+01
106	2.72757e+03	8.13504e-01	3.52707e-03	-2.54803e+01
107	2.75799e+03	8.26415e-01	3.59499e-03	-2.61006e+01
108	2.78857e+03	8.39100e-01	3.66363e-03	-2.67183e+01
109	2.81931e+03	8.51552e-01	3.73301e-03	-2.73328e+01
110	2.85021e+03	8.63751e-01	3.80311e-03	-2.79437e+01
111	2.88125e+03	8.75691e-01	3.87395e-03	-2.85506e+01
112	2.91243e+03	8.87363e-01	3.94554e-03	-2.91527e+01
113	2.94375e+03	8.98747e-01	4.01788e-03	-2.97496e+01
114	2.97520e+03	9.09828e-01	4.09098e-03	-3.03408e+01
115	3.00676e+03	9.20607e-01	4.16483e-03	-3.09257e+01
116	3.03844e+03	9.31068e-01	4.23945e-03	-3.15039e+01
117	3.07023e+03	9.41190e-01	4.31485e-03	-3.20747e+01
118	3.10212e+03	9.50974e-01	4.39102e-03	-3.26377e+01
119	3.13409e+03	9.60404e-01	4.46798e-03	-3.31923e+01
120	3.16615e+03	9.69475e-01	4.54573e-03	-3.37381e+01
121	3.19827e+03	9.78170e-01	4.62427e-03	-3.42744e+01
122	3.23046e+03	9.86484e-01	4.70361e-03	-3.48009e+01
123	3.26271e+03	9.94409e-01	4.78376e-03	-3.53169e+01
124	3.29500e+03	1.00193e+00	4.86473e-03	-3.58220e+01
125	3.32732e+03	1.00905e+00	4.94652e-03	-3.63156e+01
126	3.35968e+03	1.01575e+00	5.02913e-03	-3.67973e+01
127	3.39205e+03	1.02204e+00	5.11257e-03	-3.72666e+01
128	3.42443e+03	1.02789e+00	5.19686e-03	-3.77229e+01
129	3.45681e+03	1.03332e+00	5.28198e-03	-3.81659e+01
130	3.48918e+03	1.03829e+00	5.36796e-03	-3.85950e+01
131	3.52153e+03	1.04283e+00	5.45479e-03	-3.90096e+01
132	3.55386e+03	1.04692e+00	5.54248e-03	-3.94094e+01
133	3.58615e+03	1.05054e+00	5.63104e-03	-3.97940e+01
134	3.61841e+03	1.05373e+00	5.72048e-03	-4.01627e+01
135	3.65062e+03	1.05645e+00	5.81079e-03	-4.05153e+01
136	3.68278e+03	1.05870e+00	5.90199e-03	-4.08511e+01
137	3.71489e+03	1.06049e+00	5.99408e-03	-4.11698e+01
138	3.74693e+03	1.06183e+00	6.08707e-03	-4.14709e+01
139	3.77890e+03	1.06269e+00	6.18095e-03	-4.17541e+01
140	3.81081e+03	1.06309e+00	6.27575e-03	-4.20190e+01
141	3.84263e+03	1.06304e+00	6.37145e-03	-4.22651e+01
142	3.87436e+03	1.06251e+00	6.46808e-03	-4.24921e+01
143	3.90600e+03	1.06154e+00	6.56562e-03	-4.26996e+01
144	3.93753e+03	1.06010e+00	6.66409e-03	-4.28873e+01
145	3.96895e+03	1.05821e+00	6.76349e-03	-4.30545e+01
146	4.00025e+03	1.05588e+00	6.86383e-03	-4.32013e+01
147	4.03140e+03	1.05311e+00	6.96511e-03	-4.33269e+01
148	4.06241e+03	1.04990e+00	7.06733e-03	-4.34310e+01
149	4.09325e+03	1.04627e+00	7.17050e-03	-4.35134e+01
150	4.12391e+03	1.04221e+00	7.27463e-03	-4.35736e+01
151	4.15438e+03	1.03774e+00	7.37971e-03	-4.36113e+01
152	4.18466e+03	1.03286e+00	7.48575e-03	-4.36261e+01
153	4.21474e+03	1.02758e+00	7.59275e-03	-4.36180e+01
154	4.24462e+03	1.02192e+00	7.70072e-03	-4.35866e+01
155	4.27429e+03	1.01589e+00	7.80965e-03	-4.35317e+01
156	4.30376e+03	1.00948e+00	7.91956e-03	-4.34531e+01
157	4.33300e+03	1.00272e+00	8.03044e-03	-4.33506e+01
158	4.36203e+03	9.95621e-01	8.14230e-03	-4.32240e+01
159	4.39083e+03	9.88186e-01	8.25513e-03	-4.30729e+01
160	4.41940e+03	9.80434e-01	8.36894e-03	-4.28974e+01
161	4.44770e+03	9.72381e-01	8.48374e-03	-4.26972e+01
162	4.47574e+03	9.64039e-01	8.59951e-03	-4.24721e+01
163	4.50351e+03	9.55437e-01	8.71627e-03	-4.22218e+01
164	4.53099e+03	9.46572e-01	8.83401e-03	-4.19464e+01
165	4.55817e+03	9.37466e-01	8.95274e-03	-4.16455e+01
166	4.58505e+03	9.28141e-01	9.07244e-03	-4.13192e+01
167	4.61161e+03	9.18615e-01	9.19313e-03	-4.09672e+01
168	4.63785e+03	9.08911e-01	9.31481e-03	-4.05897e+01
169	4.66376e+03	8.99049e-01	9.43746e-03	-4.01865e+01
170	4.68934e+03	8.89043e-01	9.56110e-03	-3.97577e+01
171	4.71456e+03	8.78920e-01	9.68571e-03	-3.93030e+01
172	4.73945e+03	8.68702e-01	9.81130e-03	-3.88227e+01
173	4.76397e+03	8.58409e-01	9.93787e-03	-3.83165e+01
174	4.78812e+03	8.48063e-01	1.00654e-02	-3.77845e+01
175	4.81190e+03	8.37697e-01	1.01939e-02	-3.72269e+01
176	4.83529e+03	8.27327e-01	1.03234e-02	-3.66436e+01
177	4.85830e+03	8.16987e-01	1.04538e-02	-3.60347e+01
178	4.88090e+03	8.06696e-01	1.05852e-02	-3.54001e+01
179	4.90309e+03	7.96475e-01	1.07176e-02	-3.47399e+01
180	4.92487e+03	7.86357e-01	1.08509e-02	-3.40541e+01
181	4.94623e+03	7.76371e-01	1.09851e-02	-3.33430e+01
182	4.96716e+03	7.66544e-01	1.11203e-02	-3.26065e+01
183	4.98766e+03	7.56894e-01	1.12565e-02	-3.18448e+01
184	5.00771e+03	7.47458e-01	1.13935e-02	-3.10582e+01
185	5.02732e+03	7.38269e-01	1.15315e-02	-3.02464e+01
186	5.04646e+03	7.29347e-01	1.16704e-02	-2.94100e+01
187	5.06514e+03	7.20721e-01	1.18102e-02	-2.85488e+01
188	5.08336e+03	7.12427e-01	1.19509e-02	-2.76633e+01
189	5.10110e+03	7.04495e-01	1.20925e-02	-2.67535e+01
190	5.11836e+03	6.96956e-01	1.22350e-02	-2.58198e+01
191	5.13512e+03	6.89840e-01	1.23784e-02	-2.48623e+01
192	5.15139e+03	6.83178e-01	1.25226e-02	-2.38813e+01
193	5.16715e+03	6.77002e-01	1.26677e-02	-2.28768e+01
194	5.18241e+03	6.71344e-01	1.28137e-02	-2.18494e+01
195	5.19715e+03	6.66238e-01	1.29605e-02	-2.07993e+01
196	5.21138e+03	6.61718e-01	1.31081e-02	-1.97270e+01
197	5.22509e+03	6.57816e-01	1.32565e-02	-1.86326e+01
198	5.23829e+03	6.54567e-01	1.34058e-02	-1.75165e+01
199	5.25096e+03	6.52003e-01	1.35559e-02	-1.63790e+01
200	5.26311e+03	6.50157e-01	1.37067e-02	-1.52207e+01
201	5.27472e+03	6.49066e-01	1.38584e-02	-1.40417e+01
202	5.28579e+03	6.48761e-01	1.40108e-02	-1.28425e+01
203	5.29630e+03	6.49278e-01	1.41639e-02	-1.16235e+01
204	5.30625e+03	6.50652e-01	1.43178e-02	-1.03849e+01
205	5.31561e+03	6.52917e-01	1.44724e-02	-9.12731e+00
206	5.32440e+03	6.56106e-01	1.46277e-02	-7.85096e+00
207	5.33259e+03	6.60256e-01	1.47838e-02	-6.55622e+00
208	5.34017e+03	6.65400e-01	1.49405e-02	-5.24363e+00
209	5.34719e+03	6.71573e-01	1.50979e-02	-3.91370e+00
210	5.35362e+03	6.78809e-01	1.52560e-02	-2.56692e+00
211	5.35946e+03	6.87143e-01	1.54147e-02	-1.20381e+00
