#    L    TT             EE             BB             TE          
  9776    0.11583E+00    0.12946E-02    0.10725E-02   -0.15885E-02
  9777    0.11567E+00    0.12943E-02    0.10722E-02   -0.15885E-02
  9778    0.11552E+00    0.12940E-02    0.10719E-02   -0.15884E-02
  9779    0.11537E+00    0.12937E-02    0.10717E-02   -0.15884E-02
  9780    0.11522E+00    0.12933E-02    0.10714E-02   -0.15883E-02
  9781    0.11507E+00    0.12930E-02    0.10711E-02   -0.15883E-02
  9782    0.11493E+00    0.12927E-02    0.10708E-02   -0.15882E-02
  9783    0.11479E+00    0.12924E-02    0.10706E-02   -0.15881E-02
  9784    0.11466E+00    0.12921E-02    0.10703E-02   -0.15880E-02
  9785    0.11453E+00    0.12917E-02    0.10700E-02   -0.15879E-02
  9786    0.11442E+00    0.12914E-02    0.10697E-02   -0.15877E-02
  9787    0.11431E+00    0.12911E-02    0.10695E-02   -0.15875E-02
  9788    0.11422E+00    0.12907E-02    0.10692E-02   -0.15873E-02
  9789    0.11413E+00    0.12904E-02    0.10689E-02   -0.15871E-02
  9790    0.11406E+00    0.12900E-02    0.10686E-02   -0.15868E-02
  9791    0.11399E+00    0.12897E-02    0.10683E-02   -0.15864E-02
  9792    0.11394E+00    0.12893E-02    0.10681E-02   -0.15860E-02
  9793    0.11390E+00    0.12890E-02    0.10678E-02   -0.15856E-02
  9794    0.11387E+00    0.12886E-02    0.10675E-02   -0.15852E-02
  9795    0.11386E+00    0.12882E-02    0.10672E-02   -0.15846E-02
  9796    0.11386E+00    0.12878E-02    0.10669E-02   -0.15841E-02
  9797    0.11386E+00    0.12874E-02    0.10666E-02   -0.15835E-02
  9798    0.11388E+00    0.12870E-02    0.10663E-02   -0.15829E-02
  9799    0.11391E+00    0.12866E-02    0.10660E-02   -0.15822E-02
  9800    0.11395E+00    0.12862E-02    0.10657E-02   -0.15815E-02
  9801    0.11400E+00    0.12858E-02    0.10654E-02   -0.15808E-02
  9802    0.11406E+00    0.12854E-02    0.10651E-02   -0.15801E-02
  9803    0.11413E+00    0.12849E-02    0.10648E-02   -0.15793E-02
  9804    0.11420E+00    0.12845E-02    0.10646E-02   -0.15785E-02
  9805    0.11428E+00    0.12841E-02    0.10643E-02   -0.15777E-02
  9806    0.11436E+00    0.12836E-02    0.10640E-02   -0.15768E-02
  9807    0.11445E+00    0.12832E-02    0.10637E-02   -0.15760E-02
  9808    0.11454E+00    0.12828E-02    0.10634E-02   -0.15751E-02
  9809    0.11463E+00    0.12823E-02    0.10631E-02   -0.15743E-02
  9810    0.11472E+00    0.12819E-02    0.10628E-02   -0.15734E-02
  9811    0.11481E+00    0.12815E-02    0.10625E-02   -0.15726E-02
  9812    0.11490E+00    0.12810E-02    0.10622E-02   -0.15717E-02
  9813    0.11498E+00    0.12806E-02    0.10619E-02   -0.15709E-02
  9814    0.11506E+00    0.12801E-02    0.10616E-02   -0.15701E-02
  9815    0.11514E+00    0.12797E-02    0.10613E-02   -0.15693E-02
  9816    0.11520E+00    0.12793E-02    0.10610E-02   -0.15685E-02
  9817    0.11526E+00    0.12789E-02    0.10607E-02   -0.15678E-02
  9818    0.11531E+00    0.12784E-02    0.10604E-02   -0.15671E-02
  9819    0.11535E+00    0.12780E-02    0.10601E-02   -0.15664E-02
  9820    0.11538E+00    0.12776E-02    0.10598E-02   -0.15658E-02
  9821    0.11540E+00    0.12772E-02    0.10595E-02   -0.15652E-02
  9822    0.11541E+00    0.12768E-02    0.10592E-02   -0.15646E-02
  9823    0.11541E+00    0.12764E-02    0.10589E-02   -0.15641E-02
  9824    0.11539E+00    0.12761E-02    0.10587E-02   -0.15637E-02
  9825    0.11536E+00    0.12757E-02    0.10584E-02   -0.15632E-02
  9826    0.11532E+00    0.12753E-02    0.10581E-02   -0.15628E-02
  9827    0.11527E+00    0.12749E-02    0.10578E-02   -0.15625E-02
  9828    0.11520E+00    0.12746E-02    0.10575E-02   -0.15622E-02
  9829    0.11513E+00    0.12742E-02    0.10573E-02   -0.15619E-02
  9830    0.11504E+00    0.12739E-02    0.10570E-02   -0.15617E-02
  9831    0.11494E+00    0.12736E-02    0.10567E-02   -0.15615E-02
  9832    0.11483E+00    0.12732E-02    0.10564E-02   -0.15614E-02
  9833    0.11471E+00    0.12729E-02    0.10562E-02   -0.15613E-02
  9834    0.11459E+00    0.12726E-02    0.10559E-02   -0.15612E-02
  9835    0.11445E+00    0.12723E-02    0.10556E-02   -0.15611E-02
  9836    0.11431E+00    0.12719E-02    0.10553E-02   -0.15611E-02
  9837    0.11416E+00    0.12716E-02    0.10551E-02   -0.15610E-02
  9838    0.11401E+00    0.12713E-02    0.10548E-02   -0.15610E-02
  9839    0.11386E+00    0.12710E-02    0.10545E-02   -0.15610E-02
  9840    0.11370E+00    0.12707E-02    0.10543E-02   -0.15611E-02
  9841    0.11354E+00    0.12704E-02    0.10540E-02   -0.15611E-02
  9842    0.11338E+00    0.12701E-02    0.10537E-02   -0.15611E-02
  9843    0.11323E+00    0.12698E-02    0.10535E-02   -0.15611E-02
  9844    0.11307E+00    0.12695E-02    0.10532E-02   -0.15611E-02
  9845    0.11292E+00    0.12692E-02    0.10529E-02   -0.15610E-02
  9846    0.11278E+00    0.12689E-02    0.10527E-02   -0.15610E-02
  9847    0.11264E+00    0.12686E-02    0.10524E-02   -0.15609E-02
  9848    0.11251E+00    0.12683E-02    0.10521E-02   -0.15609E-02
  9849    0.11238E+00    0.12680E-02    0.10519E-02   -0.15607E-02
  9850    0.11227E+00    0.12676E-02    0.10516E-02   -0.15606E-02
  9851    0.11217E+00    0.12673E-02    0.10513E-02   -0.15604E-02
  9852    0.11207E+00    0.12670E-02    0.10510E-02   -0.15602E-02
  9853    0.11199E+00    0.12666E-02    0.10508E-02   -0.15599E-02
  9854    0.11192E+00    0.12663E-02    0.10505E-02   -0.15596E-02
  9855    0.11186E+00    0.12659E-02    0.10502E-02   -0.15593E-02
  9856    0.11181E+00    0.12656E-02    0.10499E-02   -0.15589E-02
  9857    0.11178E+00    0.12652E-02    0.10497E-02   -0.15584E-02
  9858    0.11176E+00    0.12649E-02    0.10494E-02   -0.15579E-02
  9859    0.11175E+00    0.12645E-02    0.10491E-02   -0.15574E-02
  9860    0.11176E+00    0.12641E-02    0.10488E-02   -0.15568E-02
  9861    0.11177E+00    0.12637E-02    0.10485E-02   -0.15562E-02
  9862    0.11180E+00    0.12633E-02    0.10482E-02   -0.15556E-02
  9863    0.11184E+00    0.12629E-02    0.10479E-02   -0.15549E-02
  9864    0.11189E+00    0.12625E-02    0.10477E-02   -0.15542E-02
  9865    0.11195E+00    0.12621E-02    0.10474E-02   -0.15534E-02
  9866    0.11201E+00    0.12617E-02    0.10471E-02   -0.15526E-02
  9867    0.11209E+00    0.12613E-02    0.10468E-02   -0.15518E-02
  9868    0.11217E+00    0.12609E-02    0.10465E-02   -0.15510E-02
  9869    0.11226E+00    0.12604E-02    0.10462E-02   -0.15501E-02
  9870    0.11235E+00    0.12600E-02    0.10459E-02   -0.15493E-02
  9871    0.11245E+00    0.12596E-02    0.10456E-02   -0.15484E-02
  9872    0.11255E+00    0.12592E-02    0.10453E-02   -0.15475E-02
  9873    0.11264E+00    0.12587E-02    0.10450E-02   -0.15466E-02
  9874    0.11274E+00    0.12583E-02    0.10447E-02   -0.15457E-02
  9875    0.11284E+00    0.12579E-02    0.10444E-02   -0.15449E-02
  9876    0.11293E+00    0.12574E-02    0.10441E-02   -0.15440E-02
  9877    0.11302E+00    0.12570E-02    0.10438E-02   -0.15431E-02
  9878    0.11311E+00    0.12566E-02    0.10435E-02   -0.15423E-02
  9879    0.11319E+00    0.12562E-02    0.10433E-02   -0.15415E-02
  9880    0.11326E+00    0.12557E-02    0.10430E-02   -0.15407E-02
  9881    0.11332E+00    0.12553E-02    0.10427E-02   -0.15400E-02
  9882    0.11337E+00    0.12549E-02    0.10424E-02   -0.15393E-02
  9883    0.11341E+00    0.12545E-02    0.10421E-02   -0.15386E-02
  9884    0.11345E+00    0.12541E-02    0.10418E-02   -0.15380E-02
  9885    0.11347E+00    0.12537E-02    0.10415E-02   -0.15374E-02
  9886    0.11347E+00    0.12533E-02    0.10412E-02   -0.15369E-02
  9887    0.11347E+00    0.12530E-02    0.10410E-02   -0.15364E-02
  9888    0.11345E+00    0.12526E-02    0.10407E-02   -0.15359E-02
  9889    0.11342E+00    0.12522E-02    0.10404E-02   -0.15355E-02
  9890    0.11338E+00    0.12519E-02    0.10401E-02   -0.15352E-02
  9891    0.11332E+00    0.12515E-02    0.10399E-02   -0.15349E-02
  9892    0.11325E+00    0.12512E-02    0.10396E-02   -0.15346E-02
  9893    0.11317E+00    0.12508E-02    0.10393E-02   -0.15344E-02
  9894    0.11308E+00    0.12505E-02    0.10390E-02   -0.15342E-02
  9895    0.11297E+00    0.12502E-02    0.10388E-02   -0.15341E-02
  9896    0.11286E+00    0.12498E-02    0.10385E-02   -0.15340E-02
  9897    0.11273E+00    0.12495E-02    0.10382E-02   -0.15339E-02
  9898    0.11260E+00    0.12492E-02    0.10380E-02   -0.15339E-02
  9899    0.11245E+00    0.12489E-02    0.10377E-02   -0.15339E-02
  9900    0.11230E+00    0.12486E-02    0.10374E-02   -0.15339E-02
  9901    0.11215E+00    0.12483E-02    0.10372E-02   -0.15339E-02
  9902    0.11199E+00    0.12480E-02    0.10369E-02   -0.15340E-02
  9903    0.11182E+00    0.12477E-02    0.10367E-02   -0.15341E-02
  9904    0.11166E+00    0.12474E-02    0.10364E-02   -0.15341E-02
  9905    0.11149E+00    0.12471E-02    0.10361E-02   -0.15342E-02
  9906    0.11133E+00    0.12468E-02    0.10359E-02   -0.15343E-02
  9907    0.11116E+00    0.12465E-02    0.10356E-02   -0.15343E-02
  9908    0.11100E+00    0.12462E-02    0.10354E-02   -0.15344E-02
  9909    0.11085E+00    0.12459E-02    0.10351E-02   -0.15344E-02
  9910    0.11069E+00    0.12456E-02    0.10348E-02   -0.15344E-02
  9911    0.11055E+00    0.12453E-02    0.10346E-02   -0.15344E-02
  9912    0.11041E+00    0.12450E-02    0.10343E-02   -0.15343E-02
  9913    0.11029E+00    0.12447E-02    0.10340E-02   -0.15343E-02
  9914    0.11017E+00    0.12444E-02    0.10338E-02   -0.15341E-02
  9915    0.11006E+00    0.12441E-02    0.10335E-02   -0.15340E-02
  9916    0.10996E+00    0.12438E-02    0.10332E-02   -0.15338E-02
  9917    0.10988E+00    0.12434E-02    0.10330E-02   -0.15335E-02
  9918    0.10981E+00    0.12431E-02    0.10327E-02   -0.15333E-02
  9919    0.10975E+00    0.12428E-02    0.10324E-02   -0.15329E-02
  9920    0.10970E+00    0.12424E-02    0.10321E-02   -0.15325E-02
  9921    0.10967E+00    0.12421E-02    0.10319E-02   -0.15321E-02
  9922    0.10965E+00    0.12417E-02    0.10316E-02   -0.15316E-02
  9923    0.10965E+00    0.12413E-02    0.10313E-02   -0.15311E-02
  9924    0.10965E+00    0.12410E-02    0.10310E-02   -0.15305E-02
  9925    0.10968E+00    0.12406E-02    0.10308E-02   -0.15299E-02
  9926    0.10971E+00    0.12402E-02    0.10305E-02   -0.15292E-02
  9927    0.10975E+00    0.12398E-02    0.10302E-02   -0.15285E-02
  9928    0.10981E+00    0.12394E-02    0.10299E-02   -0.15278E-02
  9929    0.10987E+00    0.12390E-02    0.10296E-02   -0.15270E-02
  9930    0.10995E+00    0.12386E-02    0.10293E-02   -0.15262E-02
  9931    0.11003E+00    0.12382E-02    0.10290E-02   -0.15254E-02
  9932    0.11012E+00    0.12378E-02    0.10288E-02   -0.15245E-02
  9933    0.11022E+00    0.12374E-02    0.10285E-02   -0.15236E-02
  9934    0.11032E+00    0.12369E-02    0.10282E-02   -0.15227E-02
  9935    0.11043E+00    0.12365E-02    0.10279E-02   -0.15218E-02
  9936    0.11054E+00    0.12361E-02    0.10276E-02   -0.15209E-02
  9937    0.11064E+00    0.12357E-02    0.10273E-02   -0.15200E-02
  9938    0.11075E+00    0.12353E-02    0.10270E-02   -0.15190E-02
  9939    0.11086E+00    0.12348E-02    0.10267E-02   -0.15181E-02
  9940    0.11096E+00    0.12344E-02    0.10264E-02   -0.15172E-02
  9941    0.11106E+00    0.12340E-02    0.10261E-02   -0.15163E-02
  9942    0.11116E+00    0.12336E-02    0.10259E-02   -0.15155E-02
  9943    0.11124E+00    0.12332E-02    0.10256E-02   -0.15147E-02
  9944    0.11132E+00    0.12328E-02    0.10253E-02   -0.15139E-02
  9945    0.11139E+00    0.12324E-02    0.10250E-02   -0.15131E-02
  9946    0.11145E+00    0.12320E-02    0.10247E-02   -0.15124E-02
  9947    0.11150E+00    0.12316E-02    0.10244E-02   -0.15117E-02
  9948    0.11154E+00    0.12312E-02    0.10241E-02   -0.15110E-02
  9949    0.11156E+00    0.12308E-02    0.10239E-02   -0.15104E-02
  9950    0.11157E+00    0.12304E-02    0.10236E-02   -0.15099E-02
  9951    0.11157E+00    0.12300E-02    0.10233E-02   -0.15094E-02
  9952    0.11156E+00    0.12297E-02    0.10230E-02   -0.15089E-02
  9953    0.11153E+00    0.12293E-02    0.10228E-02   -0.15085E-02
  9954    0.11149E+00    0.12290E-02    0.10225E-02   -0.15082E-02
  9955    0.11143E+00    0.12286E-02    0.10222E-02   -0.15079E-02
  9956    0.11136E+00    0.12283E-02    0.10220E-02   -0.15076E-02
  9957    0.11128E+00    0.12280E-02    0.10217E-02   -0.15074E-02
  9958    0.11119E+00    0.12276E-02    0.10214E-02   -0.15073E-02
  9959    0.11108E+00    0.12273E-02    0.10212E-02   -0.15072E-02
  9960    0.11096E+00    0.12270E-02    0.10209E-02   -0.15071E-02
  9961    0.11083E+00    0.12267E-02    0.10206E-02   -0.15071E-02
  9962    0.11069E+00    0.12264E-02    0.10204E-02   -0.15071E-02
  9963    0.11054E+00    0.12261E-02    0.10201E-02   -0.15071E-02
  9964    0.11039E+00    0.12258E-02    0.10199E-02   -0.15072E-02
  9965    0.11023E+00    0.12255E-02    0.10196E-02   -0.15073E-02
  9966    0.11006E+00    0.12252E-02    0.10193E-02   -0.15074E-02
  9967    0.10989E+00    0.12249E-02    0.10191E-02   -0.15075E-02
  9968    0.10971E+00    0.12246E-02    0.10188E-02   -0.15076E-02
  9969    0.10954E+00    0.12244E-02    0.10186E-02   -0.15077E-02
  9970    0.10937E+00    0.12241E-02    0.10183E-02   -0.15079E-02
  9971    0.10919E+00    0.12238E-02    0.10181E-02   -0.15080E-02
  9972    0.10902E+00    0.12235E-02    0.10178E-02   -0.15081E-02
  9973    0.10886E+00    0.12232E-02    0.10176E-02   -0.15082E-02
  9974    0.10870E+00    0.12229E-02    0.10173E-02   -0.15082E-02
  9975    0.10855E+00    0.12226E-02    0.10170E-02   -0.15083E-02
  9976    0.10840E+00    0.12223E-02    0.10168E-02   -0.15083E-02
  9977    0.10826E+00    0.12220E-02    0.10165E-02   -0.15083E-02
  9978    0.10814E+00    0.12217E-02    0.10163E-02   -0.15082E-02
  9979    0.10802E+00    0.12214E-02    0.10160E-02   -0.15081E-02
  9980    0.10792E+00    0.12211E-02    0.10157E-02   -0.15079E-02
  9981    0.10783E+00    0.12208E-02    0.10155E-02   -0.15077E-02
  9982    0.10775E+00    0.12205E-02    0.10152E-02   -0.15075E-02
  9983    0.10769E+00    0.12201E-02    0.10150E-02   -0.15072E-02
  9984    0.10764E+00    0.12198E-02    0.10147E-02   -0.15069E-02
  9985    0.10760E+00    0.12195E-02    0.10144E-02   -0.15065E-02
  9986    0.10758E+00    0.12191E-02    0.10141E-02   -0.15060E-02
  9987    0.10758E+00    0.12187E-02    0.10139E-02   -0.15055E-02
  9988    0.10758E+00    0.12184E-02    0.10136E-02   -0.15050E-02
  9989    0.10760E+00    0.12180E-02    0.10133E-02   -0.15044E-02
  9990    0.10764E+00    0.12176E-02    0.10130E-02   -0.15037E-02
  9991    0.10768E+00    0.12172E-02    0.10128E-02   -0.15030E-02
  9992    0.10774E+00    0.12169E-02    0.10125E-02   -0.15023E-02
  9993    0.10781E+00    0.12165E-02    0.10122E-02   -0.15015E-02
  9994    0.10789E+00    0.12161E-02    0.10119E-02   -0.15007E-02
  9995    0.10798E+00    0.12157E-02    0.10116E-02   -0.14998E-02
  9996    0.10807E+00    0.12152E-02    0.10113E-02   -0.14989E-02
  9997    0.10818E+00    0.12148E-02    0.10111E-02   -0.14980E-02
  9998    0.10828E+00    0.12144E-02    0.10108E-02   -0.14971E-02
  9999    0.10840E+00    0.12140E-02    0.10105E-02   -0.14962E-02
 10000    0.10851E+00    0.12136E-02    0.10102E-02   -0.14952E-02
 10001    0.10863E+00    0.12132E-02    0.10099E-02   -0.14943E-02
 10002    0.10875E+00    0.12128E-02    0.10096E-02   -0.14933E-02
 10003    0.10886E+00    0.12123E-02    0.10093E-02   -0.14924E-02
 10004    0.10897E+00    0.12119E-02    0.10091E-02   -0.14914E-02
 10005    0.10908E+00    0.12115E-02    0.10088E-02   -0.14905E-02
 10006    0.10919E+00    0.12111E-02    0.10085E-02   -0.14896E-02
 10007    0.10928E+00    0.12107E-02    0.10082E-02   -0.14888E-02
 10008    0.10937E+00    0.12103E-02    0.10079E-02   -0.14879E-02
 10009    0.10945E+00    0.12099E-02    0.10076E-02   -0.14871E-02
 10010    0.10952E+00    0.12095E-02    0.10074E-02   -0.14864E-02
 10011    0.10958E+00    0.12091E-02    0.10071E-02   -0.14856E-02
 10012    0.10963E+00    0.12087E-02    0.10068E-02   -0.14850E-02
 10013    0.10966E+00    0.12084E-02    0.10065E-02   -0.14843E-02
 10014    0.10968E+00    0.12080E-02    0.10063E-02   -0.14837E-02
 10015    0.10969E+00    0.12076E-02    0.10060E-02   -0.14832E-02
 10016    0.10968E+00    0.12073E-02    0.10057E-02   -0.14827E-02
 10017    0.10966E+00    0.12069E-02    0.10054E-02   -0.14823E-02
 10018    0.10962E+00    0.12066E-02    0.10052E-02   -0.14820E-02
 10019    0.10957E+00    0.12062E-02    0.10049E-02   -0.14816E-02
 10020    0.10951E+00    0.12059E-02    0.10046E-02   -0.14814E-02
 10021    0.10943E+00    0.12056E-02    0.10044E-02   -0.14812E-02
 10022    0.10934E+00    0.12053E-02    0.10041E-02   -0.14810E-02
 10023    0.10923E+00    0.12050E-02    0.10039E-02   -0.14809E-02
 10024    0.10911E+00    0.12047E-02    0.10036E-02   -0.14808E-02
 10025    0.10899E+00    0.12044E-02    0.10034E-02   -0.14808E-02
 10026    0.10885E+00    0.12041E-02    0.10031E-02   -0.14808E-02
 10027    0.10870E+00    0.12038E-02    0.10028E-02   -0.14809E-02
 10028    0.10854E+00    0.12035E-02    0.10026E-02   -0.14810E-02
 10029    0.10838E+00    0.12032E-02    0.10023E-02   -0.14811E-02
 10030    0.10821E+00    0.12029E-02    0.10021E-02   -0.14812E-02
 10031    0.10803E+00    0.12027E-02    0.10018E-02   -0.14814E-02
 10032    0.10785E+00    0.12024E-02    0.10016E-02   -0.14815E-02
 10033    0.10767E+00    0.12021E-02    0.10013E-02   -0.14817E-02
 10034    0.10749E+00    0.12018E-02    0.10011E-02   -0.14819E-02
 10035    0.10731E+00    0.12016E-02    0.10008E-02   -0.14820E-02
 10036    0.10714E+00    0.12013E-02    0.10006E-02   -0.14822E-02
 10037    0.10696E+00    0.12010E-02    0.10003E-02   -0.14823E-02
 10038    0.10680E+00    0.12007E-02    0.10001E-02   -0.14824E-02
 10039    0.10664E+00    0.12005E-02    0.99984E-03   -0.14825E-02
 10040    0.10648E+00    0.12002E-02    0.99959E-03   -0.14826E-02
 10041    0.10634E+00    0.11999E-02    0.99934E-03   -0.14826E-02
 10042    0.10620E+00    0.11996E-02    0.99908E-03   -0.14826E-02
 10043    0.10608E+00    0.11993E-02    0.99883E-03   -0.14826E-02
 10044    0.10597E+00    0.11990E-02    0.99857E-03   -0.14825E-02
 10045    0.10587E+00    0.11987E-02    0.99831E-03   -0.14823E-02
 10046    0.10578E+00    0.11983E-02    0.99805E-03   -0.14822E-02
 10047    0.10571E+00    0.11980E-02    0.99779E-03   -0.14819E-02
 10048    0.10565E+00    0.11977E-02    0.99753E-03   -0.14816E-02
 10049    0.10561E+00    0.11974E-02    0.99727E-03   -0.14813E-02
 10050    0.10558E+00    0.11970E-02    0.99700E-03   -0.14809E-02
 10051    0.10557E+00    0.11967E-02    0.99673E-03   -0.14804E-02
 10052    0.10557E+00    0.11963E-02    0.99646E-03   -0.14799E-02
 10053    0.10559E+00    0.11959E-02    0.99619E-03   -0.14793E-02
 10054    0.10562E+00    0.11956E-02    0.99592E-03   -0.14787E-02
 10055    0.10566E+00    0.11952E-02    0.99565E-03   -0.14781E-02
 10056    0.10571E+00    0.11948E-02    0.99537E-03   -0.14773E-02
 10057    0.10578E+00    0.11944E-02    0.99509E-03   -0.14766E-02
 10058    0.10586E+00    0.11940E-02    0.99482E-03   -0.14758E-02
 10059    0.10595E+00    0.11936E-02    0.99454E-03   -0.14750E-02
 10060    0.10604E+00    0.11932E-02    0.99426E-03   -0.14741E-02
 10061    0.10615E+00    0.11928E-02    0.99398E-03   -0.14732E-02
 10062    0.10626E+00    0.11924E-02    0.99370E-03   -0.14723E-02
 10063    0.10637E+00    0.11920E-02    0.99341E-03   -0.14713E-02
 10064    0.10649E+00    0.11916E-02    0.99313E-03   -0.14704E-02
 10065    0.10661E+00    0.11912E-02    0.99285E-03   -0.14694E-02
 10066    0.10674E+00    0.11908E-02    0.99257E-03   -0.14685E-02
 10067    0.10686E+00    0.11904E-02    0.99229E-03   -0.14675E-02
 10068    0.10698E+00    0.11900E-02    0.99200E-03   -0.14666E-02
 10069    0.10709E+00    0.11896E-02    0.99172E-03   -0.14656E-02
 10070    0.10720E+00    0.11892E-02    0.99144E-03   -0.14647E-02
